Mã,Tên,Cấp,Mã TP,Tỉnh / Thành Phố
7777,Phường Việt Yên,Phường,24,Tỉnh Bắc Ninh
7795,Phường Nếnh,Phường,24,Tỉnh Bắc Ninh
7798,Phường Vân Hà,Phường,24,Tỉnh Bắc Ninh
7822,Xã Hoàng Vân,Xã,24,Tỉnh Bắc Ninh
7840,Xã Hiệp Hoà,Xã,24,Tỉnh Bắc Ninh
7864,Xã Hợp Thịnh,Xã,24,Tỉnh Bắc Ninh
7870,Xã Xuân Cẩm,Xã,24,Tỉnh Bắc Ninh
9169,Phường Vũ Ninh,Phường,24,Tỉnh Bắc Ninh
9187,Phường Kinh Bắc,Phường,24,Tỉnh Bắc Ninh
9190,Phường Võ Cường,Phường,24,Tỉnh Bắc Ninh
9193,Xã Yên Phong,Xã,24,Tỉnh Bắc Ninh
9202,Xã Tam Giang,Xã,24,Tỉnh Bắc Ninh
9205,Xã Yên Trung,Xã,24,Tỉnh Bắc Ninh
9208,Xã Tam Đa,Xã,24,Tỉnh Bắc Ninh
9238,Xã Văn Môn,Xã,24,Tỉnh Bắc Ninh
9247,Phường Quế Võ,Phường,24,Tỉnh Bắc Ninh
9253,Phường Nhân Hòa,Phường,24,Tỉnh Bắc Ninh
9265,Phường Phương Liễu,Phường,24,Tỉnh Bắc Ninh
9286,Phường Nam Sơn,Phường,24,Tỉnh Bắc Ninh
9292,Xã Phù Lãng,Xã,24,Tỉnh Bắc Ninh
9295,Phường Bồng Lai,Phường,24,Tỉnh Bắc Ninh
9301,Phường Đào Viên,Phường,24,Tỉnh Bắc Ninh
9313,Xã Chi Lăng,Xã,24,Tỉnh Bắc Ninh
9319,Xã Tiên Du,Xã,24,Tỉnh Bắc Ninh
9325,Phường Hạp Lĩnh,Phường,24,Tỉnh Bắc Ninh
9334,Xã Liên Bão,Xã,24,Tỉnh Bắc Ninh
9340,Xã Đại Đồng,Xã,24,Tỉnh Bắc Ninh
9343,Xã Tân Chi,Xã,24,Tỉnh Bắc Ninh
9349,Xã Phật Tích,Xã,24,Tỉnh Bắc Ninh
9367,Phường Từ Sơn,Phường,24,Tỉnh Bắc Ninh
9370,Phường Tam Sơn,Phường,24,Tỉnh Bắc Ninh
9379,Phường Phù Khê,Phường,24,Tỉnh Bắc Ninh
9385,Phường Đồng Nguyên,Phường,24,Tỉnh Bắc Ninh
9400,Phường Thuận Thành,Phường,24,Tỉnh Bắc Ninh
9409,Phường Mão Điền,Phường,24,Tỉnh Bắc Ninh
9427,Phường Trí Quả,Phường,24,Tỉnh Bắc Ninh
9430,Phường Trạm Lộ,Phường,24,Tỉnh Bắc Ninh
9433,Phường Song Liễu,Phường,24,Tỉnh Bắc Ninh
9445,Phường Ninh Xá,Phường,24,Tỉnh Bắc Ninh
9454,Xã Gia Bình,Xã,24,Tỉnh Bắc Ninh
9466,Xã Cao Đức,Xã,24,Tỉnh Bắc Ninh
9469,Xã Đại Lai,Xã,24,Tỉnh Bắc Ninh
9475,Xã Nhân Thắng,Xã,24,Tỉnh Bắc Ninh
9487,Xã Đông Cứu,Xã,24,Tỉnh Bắc Ninh
9496,Xã Lương Tài,Xã,24,Tỉnh Bắc Ninh
9499,Xã Trung Kênh,Xã,24,Tỉnh Bắc Ninh
9523,Xã Trung Chính,Xã,24,Tỉnh Bắc Ninh
9529,Xã Lâm Thao,Xã,24,Tỉnh Bắc Ninh
4792,Phường Tân Hòa,Phường,25,Tỉnh Phú Thọ
4795,Phường Hòa Bình,Phường,25,Tỉnh Phú Thọ
4828,Phường Thống Nhất,Phường,25,Tỉnh Phú Thọ
4831,Xã Đà Bắc,Xã,25,Tỉnh Phú Thọ
4846,Xã Đức Nhàn,Xã,25,Tỉnh Phú Thọ
4849,Xã Tân Pheo,Xã,25,Tỉnh Phú Thọ
4873,Xã Quy Đức,Xã,25,Tỉnh Phú Thọ
4876,Xã Cao Sơn,Xã,25,Tỉnh Phú Thọ
4891,Xã Tiền Phong,Xã,25,Tỉnh Phú Thọ
4894,Phường Kỳ Sơn,Phường,25,Tỉnh Phú Thọ
4897,Xã Thịnh Minh,Xã,25,Tỉnh Phú Thọ
4924,Xã Lương Sơn,Xã,25,Tỉnh Phú Thọ
4960,Xã Liên Sơn,Xã,25,Tỉnh Phú Thọ
4978,Xã Kim Bôi,Xã,25,Tỉnh Phú Thọ
4990,Xã Nật Sơn,Xã,25,Tỉnh Phú Thọ
5014,Xã Mường Động,Xã,25,Tỉnh Phú Thọ
5047,Xã Cao Dương,Xã,25,Tỉnh Phú Thọ
5068,Xã Hợp Kim,Xã,25,Tỉnh Phú Thọ
5086,Xã Dũng Tiến,Xã,25,Tỉnh Phú Thọ
5089,Xã Cao Phong,Xã,25,Tỉnh Phú Thọ
5092,Xã Thung Nai,Xã,25,Tỉnh Phú Thọ
5116,Xã Mường Thàng,Xã,25,Tỉnh Phú Thọ
5128,Xã Tân Lạc,Xã,25,Tỉnh Phú Thọ
5134,Xã Mường Hoa,Xã,25,Tỉnh Phú Thọ
5152,Xã Vân Sơn,Xã,25,Tỉnh Phú Thọ
5158,Xã Mường Bi,Xã,25,Tỉnh Phú Thọ
5191,Xã Toàn Thắng,Xã,25,Tỉnh Phú Thọ
5200,Xã Mai Châu,Xã,25,Tỉnh Phú Thọ
5206,Xã Tân Mai,Xã,25,Tỉnh Phú Thọ
5212,Xã Pà Cò,Xã,25,Tỉnh Phú Thọ
5245,Xã Bao La,Xã,25,Tỉnh Phú Thọ
5251,Xã Mai Hạ,Xã,25,Tỉnh Phú Thọ
5266,Xã Lạc Sơn,Xã,25,Tỉnh Phú Thọ
5287,Xã Mường Vang,Xã,25,Tỉnh Phú Thọ
5290,Xã Nhân Nghĩa,Xã,25,Tỉnh Phú Thọ
5293,Xã Thượng Cốc,Xã,25,Tỉnh Phú Thọ
5305,Xã Yên Phú,Xã,25,Tỉnh Phú Thọ
5323,Xã Quyết Thắng,Xã,25,Tỉnh Phú Thọ
5329,Xã Ngọc Sơn,Xã,25,Tỉnh Phú Thọ
5347,Xã Đại Đồng,Xã,25,Tỉnh Phú Thọ
5353,Xã Yên Thủy,Xã,25,Tỉnh Phú Thọ
5362,Xã Lạc Lương,Xã,25,Tỉnh Phú Thọ
5386,Xã Yên Trị,Xã,25,Tỉnh Phú Thọ
5392,Xã Lạc Thủy,Xã,25,Tỉnh Phú Thọ
5395,Xã An Nghĩa,Xã,25,Tỉnh Phú Thọ
5425,Xã An Bình,Xã,25,Tỉnh Phú Thọ
7894,Phường Nông Trang,Phường,25,Tỉnh Phú Thọ
7900,Phường Việt Trì,Phường,25,Tỉnh Phú Thọ
7909,Phường Thanh Miếu,Phường,25,Tỉnh Phú Thọ
7918,Phường Vân Phú,Phường,25,Tỉnh Phú Thọ
7942,Phường Phú Thọ,Phường,25,Tỉnh Phú Thọ
7948,Phường Âu Cơ,Phường,25,Tỉnh Phú Thọ
7954,Phường Phong Châu,Phường,25,Tỉnh Phú Thọ
7969,Xã Đoan Hùng,Xã,25,Tỉnh Phú Thọ
7996,Xã Bằng Luân,Xã,25,Tỉnh Phú Thọ
7999,Xã Chí Đám,Xã,25,Tỉnh Phú Thọ
8023,Xã Tây Cốc,Xã,25,Tỉnh Phú Thọ
8038,Xã Chân Mộng,Xã,25,Tỉnh Phú Thọ
8053,Xã Hạ Hòa,Xã,25,Tỉnh Phú Thọ
8071,Xã Đan Thượng,Xã,25,Tỉnh Phú Thọ
8110,Xã Hiền Lương,Xã,25,Tỉnh Phú Thọ
8113,Xã Yên Kỳ,Xã,25,Tỉnh Phú Thọ
8134,Xã Văn Lang,Xã,25,Tỉnh Phú Thọ
8143,Xã Vĩnh Chân,Xã,25,Tỉnh Phú Thọ
8152,Xã Thanh Ba,Xã,25,Tỉnh Phú Thọ
8173,Xã Quảng Yên,Xã,25,Tỉnh Phú Thọ
8203,Xã Hoàng Cương,Xã,25,Tỉnh Phú Thọ
8209,Xã Đông Thành,Xã,25,Tỉnh Phú Thọ
8218,Xã Chí Tiên,Xã,25,Tỉnh Phú Thọ
8227,Xã Liên Minh,Xã,25,Tỉnh Phú Thọ
8230,Xã Phù Ninh,Xã,25,Tỉnh Phú Thọ
8236,Xã Phú Mỹ,Xã,25,Tỉnh Phú Thọ
8245,Xã Trạm Thản,Xã,25,Tỉnh Phú Thọ
8254,Xã Dân Chủ,Xã,25,Tỉnh Phú Thọ
8275,Xã Bình Phú,Xã,25,Tỉnh Phú Thọ
8290,Xã Yên Lập,Xã,25,Tỉnh Phú Thọ
8296,Xã Sơn Lương,Xã,25,Tỉnh Phú Thọ
8305,Xã Xuân Viên,Xã,25,Tỉnh Phú Thọ
8311,Xã Trung Sơn,Xã,25,Tỉnh Phú Thọ
8323,Xã Thượng Long,Xã,25,Tỉnh Phú Thọ
8338,Xã Minh Hòa,Xã,25,Tỉnh Phú Thọ
8341,Xã Cẩm Khê,Xã,25,Tỉnh Phú Thọ
8344,Xã Tiên Lương,Xã,25,Tỉnh Phú Thọ
8377,Xã Vân Bán,Xã,25,Tỉnh Phú Thọ
8398,Xã Phú Khê,Xã,25,Tỉnh Phú Thọ
8416,Xã Hùng Việt,Xã,25,Tỉnh Phú Thọ
8431,Xã Đồng Lương,Xã,25,Tỉnh Phú Thọ
8434,Xã Tam Nông,Xã,25,Tỉnh Phú Thọ
8443,Xã Hiền Quan,Xã,25,Tỉnh Phú Thọ
8467,Xã Vạn Xuân,Xã,25,Tỉnh Phú Thọ
8479,Xã Thọ Văn,Xã,25,Tỉnh Phú Thọ
8494,Xã Lâm Thao,Xã,25,Tỉnh Phú Thọ
8500,Xã Xuân Lũng,Xã,25,Tỉnh Phú Thọ
8515,Xã Hy Cương,Xã,25,Tỉnh Phú Thọ
8521,Xã Phùng Nguyên,Xã,25,Tỉnh Phú Thọ
8527,Xã Bản Nguyên,Xã,25,Tỉnh Phú Thọ
8542,Xã Thanh Sơn,Xã,25,Tỉnh Phú Thọ
8545,Xã Thu Cúc,Xã,25,Tỉnh Phú Thọ
8560,Xã Lai Đồng,Xã,25,Tỉnh Phú Thọ
8566,Xã Tân Sơn,Xã,25,Tỉnh Phú Thọ
8584,Xã Võ Miếu,Xã,25,Tỉnh Phú Thọ
8590,Xã Xuân Đài,Xã,25,Tỉnh Phú Thọ
8593,Xã Minh Đài,Xã,25,Tỉnh Phú Thọ
8611,Xã Văn Miếu,Xã,25,Tỉnh Phú Thọ
8614,Xã Cự Đồng,Xã,25,Tỉnh Phú Thọ
8620,Xã Long Cốc,Xã,25,Tỉnh Phú Thọ
8632,Xã Hương Cần,Xã,25,Tỉnh Phú Thọ
8635,Xã Khả Cửu,Xã,25,Tỉnh Phú Thọ
8656,Xã Yên Sơn,Xã,25,Tỉnh Phú Thọ
8662,Xã Đào Xá,Xã,25,Tỉnh Phú Thọ
8674,Xã Thanh Thủy,Xã,25,Tỉnh Phú Thọ
8686,Xã Tu Vũ,Xã,25,Tỉnh Phú Thọ
8707,Phường Vĩnh Yên,Phường,25,Tỉnh Phú Thọ
8716,Phường Vĩnh Phúc,Phường,25,Tỉnh Phú Thọ
8740,Phường Phúc Yên,Phường,25,Tỉnh Phú Thọ
8746,Phường Xuân Hòa,Phường,25,Tỉnh Phú Thọ
8761,Xã Lập Thạch,Xã,25,Tỉnh Phú Thọ
8770,Xã Hợp Lý,Xã,25,Tỉnh Phú Thọ
8773,Xã Yên Lãng,Xã,25,Tỉnh Phú Thọ
8782,Xã Hải Lựu,Xã,25,Tỉnh Phú Thọ
8788,Xã Thái Hòa,Xã,25,Tỉnh Phú Thọ
8812,Xã Liên Hòa,Xã,25,Tỉnh Phú Thọ
8824,Xã Tam Sơn,Xã,25,Tỉnh Phú Thọ
8842,Xã Tiên Lữ,Xã,25,Tỉnh Phú Thọ
8848,Xã Sông Lô,Xã,25,Tỉnh Phú Thọ
8866,Xã Sơn Đông,Xã,25,Tỉnh Phú Thọ
8869,Xã Tam Dương,Xã,25,Tỉnh Phú Thọ
8872,Xã Tam Dương Bắc,Xã,25,Tỉnh Phú Thọ
8896,Xã Hoàng An,Xã,25,Tỉnh Phú Thọ
8905,Xã Hội Thịnh,Xã,25,Tỉnh Phú Thọ
8911,Xã Tam Đảo,Xã,25,Tỉnh Phú Thọ
8914,Xã Đạo Trù,Xã,25,Tỉnh Phú Thọ
8923,Xã Đại Đình,Xã,25,Tỉnh Phú Thọ
8935,Xã Bình Nguyên,Xã,25,Tỉnh Phú Thọ
8944,Xã Bình Tuyền,Xã,25,Tỉnh Phú Thọ
8950,Xã Bình Xuyên,Xã,25,Tỉnh Phú Thọ
8971,Xã Xuân Lãng,Xã,25,Tỉnh Phú Thọ
9025,Xã Yên Lạc,Xã,25,Tỉnh Phú Thọ
9040,Xã Tề Lỗ,Xã,25,Tỉnh Phú Thọ
9043,Xã Tam Hồng,Xã,25,Tỉnh Phú Thọ
9052,Xã Nguyệt Đức,Xã,25,Tỉnh Phú Thọ
9064,Xã Liên Châu,Xã,25,Tỉnh Phú Thọ
9076,Xã Vĩnh Tường,Xã,25,Tỉnh Phú Thọ
9079,Xã Vĩnh An,Xã,25,Tỉnh Phú Thọ
9100,Xã Vĩnh Hưng,Xã,25,Tỉnh Phú Thọ
9106,Xã Vĩnh Thành,Xã,25,Tỉnh Phú Thọ
9112,Xã Thổ Tang,Xã,25,Tỉnh Phú Thọ
9154,Xã Vĩnh Phú,Xã,25,Tỉnh Phú Thọ
10507,Phường Thành Đông,Phường,31,Thành phố Hải Phòng
10525,Phường Hải Dương,Phường,31,Thành phố Hải Phòng
10532,Phường Lê Thanh Nghị,Phường,31,Thành phố Hải Phòng
10537,Phường Tân Hưng,Phường,31,Thành phố Hải Phòng
10543,Phường Việt Hòa,Phường,31,Thành phố Hải Phòng
10546,Phường Chí Linh,Phường,31,Thành phố Hải Phòng
10549,Phường Chu Văn An,Phường,31,Thành phố Hải Phòng
10552,Phường Nguyễn Trãi,Phường,31,Thành phố Hải Phòng
10570,Phường Trần Hưng Đạo,Phường,31,Thành phố Hải Phòng
10573,Phường Trần Nhân Tông,Phường,31,Thành phố Hải Phòng
10603,Phường Lê Đại Hành,Phường,31,Thành phố Hải Phòng
10606,Xã Nam Sách,Xã,31,Thành phố Hải Phòng
10615,Xã Hợp Tiến,Xã,31,Thành phố Hải Phòng
10633,Xã Trần Phú,Xã,31,Thành phố Hải Phòng
10642,Xã Thái Tân,Xã,31,Thành phố Hải Phòng
10645,Xã An Phú,Xã,31,Thành phố Hải Phòng
10660,Phường Ái Quốc,Phường,31,Thành phố Hải Phòng
10675,Phường Kinh Môn,Phường,31,Thành phố Hải Phòng
10678,Phường Bắc An Phụ,Phường,31,Thành phố Hải Phòng
10705,Xã Nam An Phụ,Xã,31,Thành phố Hải Phòng
10714,Phường Nhị Chiểu,Phường,31,Thành phố Hải Phòng
10726,Phường Phạm Sư Mạnh,Phường,31,Thành phố Hải Phòng
10729,Phường Trần Liễu,Phường,31,Thành phố Hải Phòng
10744,Phường Nguyễn Đại Năng,Phường,31,Thành phố Hải Phòng
10750,Xã Phú Thái,Xã,31,Thành phố Hải Phòng
10756,Xã Lai Khê,Xã,31,Thành phố Hải Phòng
10792,Xã An Thành,Xã,31,Thành phố Hải Phòng
10804,Xã Kim Thành,Xã,31,Thành phố Hải Phòng
10813,Xã Thanh Hà,Xã,31,Thành phố Hải Phòng
10816,Xã Hà Bắc,Xã,31,Thành phố Hải Phòng
10837,Phường Nam Đồng,Phường,31,Thành phố Hải Phòng
10843,Xã Hà Nam,Xã,31,Thành phố Hải Phòng
10846,Xã Hà Tây,Xã,31,Thành phố Hải Phòng
10882,Xã Hà Đông,Xã,31,Thành phố Hải Phòng
10888,Xã Cẩm Giang,Xã,31,Thành phố Hải Phòng
10891,Phường Tứ Minh,Phường,31,Thành phố Hải Phòng
10903,Xã Cẩm Giàng,Xã,31,Thành phố Hải Phòng
10909,Xã Tuệ Tĩnh,Xã,31,Thành phố Hải Phòng
10930,Xã Mao Điền,Xã,31,Thành phố Hải Phòng
10945,Xã Kẻ Sặt,Xã,31,Thành phố Hải Phòng
10966,Xã Bình Giang,Xã,31,Thành phố Hải Phòng
10972,Xã Đường An,Xã,31,Thành phố Hải Phòng
10993,Xã Thượng Hồng,Xã,31,Thành phố Hải Phòng
10999,Xã Gia Lộc,Xã,31,Thành phố Hải Phòng
11002,Phường Thạch Khôi,Phường,31,Thành phố Hải Phòng
11020,Xã Yết Kiêu,Xã,31,Thành phố Hải Phòng
11050,Xã Gia Phúc,Xã,31,Thành phố Hải Phòng
11065,Xã Trường Tân,Xã,31,Thành phố Hải Phòng
11074,Xã Tứ Kỳ,Xã,31,Thành phố Hải Phòng
11086,Xã Đại Sơn,Xã,31,Thành phố Hải Phòng
11113,Xã Tân Kỳ,Xã,31,Thành phố Hải Phòng
11131,Xã Chí Minh,Xã,31,Thành phố Hải Phòng
11140,Xã Lạc Phượng,Xã,31,Thành phố Hải Phòng
11146,Xã Nguyên Giáp,Xã,31,Thành phố Hải Phòng
11164,Xã Vĩnh Lại,Xã,31,Thành phố Hải Phòng
11167,Xã Tân An,Xã,31,Thành phố Hải Phòng
11203,Xã Ninh Giang,Xã,31,Thành phố Hải Phòng
11218,Xã Hồng Châu,Xã,31,Thành phố Hải Phòng
11224,Xã Khúc Thừa Dụ,Xã,31,Thành phố Hải Phòng
11239,Xã Thanh Miện,Xã,31,Thành phố Hải Phòng
11242,Xã Nguyễn Lương Bằng,Xã,31,Thành phố Hải Phòng
11254,Xã Bắc Thanh Miện,Xã,31,Thành phố Hải Phòng
11257,Xã Hải Hưng,Xã,31,Thành phố Hải Phòng
11284,Xã Nam Thanh Miện,Xã,31,Thành phố Hải Phòng
11311,Phường Hồng Bàng,Phường,31,Thành phố Hải Phòng
11329,Phường Ngô Quyền,Phường,31,Thành phố Hải Phòng
11359,Phường Gia Viên,Phường,31,Thành phố Hải Phòng
11383,Phường Lê Chân,Phường,31,Thành phố Hải Phòng
11407,Phường An Biên,Phường,31,Thành phố Hải Phòng
11411,Phường Đông Hải,Phường,31,Thành phố Hải Phòng
11413,Phường Hải An,Phường,31,Thành phố Hải Phòng
11443,Phường Kiến An,Phường,31,Thành phố Hải Phòng
11446,Phường Phù Liễn,Phường,31,Thành phố Hải Phòng
11455,Phường Đồ Sơn,Phường,31,Thành phố Hải Phòng
11473,Phường Bạch Đằng,Phường,31,Thành phố Hải Phòng
11488,Phường Lưu Kiếm,Phường,31,Thành phố Hải Phòng
11503,Xã Việt Khê,Xã,31,Thành phố Hải Phòng
11506,Phường Lê Ích Mộc,Phường,31,Thành phố Hải Phòng
11533,Phường Hòa Bình,Phường,31,Thành phố Hải Phòng
11542,Phường Nam Triệu,Phường,31,Thành phố Hải Phòng
11557,Phường Thiên Hương,Phường,31,Thành phố Hải Phòng
11560,Phường Thủy Nguyên,Phường,31,Thành phố Hải Phòng
11581,Phường An Dương,Phường,31,Thành phố Hải Phòng
11593,Phường An Phong,Phường,31,Thành phố Hải Phòng
11602,Phường Hồng An,Phường,31,Thành phố Hải Phòng
11617,Phường An Hải,Phường,31,Thành phố Hải Phòng
11629,Xã An Lão,Xã,31,Thành phố Hải Phòng
11635,Xã An Trường,Xã,31,Thành phố Hải Phòng
11647,Xã An Quang,Xã,31,Thành phố Hải Phòng
11668,Xã An Khánh,Xã,31,Thành phố Hải Phòng
11674,Xã An Hưng,Xã,31,Thành phố Hải Phòng
11680,Xã Kiến Thụy,Xã,31,Thành phố Hải Phòng
11689,Phường Hưng Đạo,Phường,31,Thành phố Hải Phòng
11692,Phường Dương Kinh,Phường,31,Thành phố Hải Phòng
11713,Xã Nghi Dương,Xã,31,Thành phố Hải Phòng
11725,Xã Kiến Minh,Xã,31,Thành phố Hải Phòng
11728,Xã Kiến Hưng,Xã,31,Thành phố Hải Phòng
11737,Phường Nam Đồ Sơn,Phường,31,Thành phố Hải Phòng
11749,Xã Kiến Hải,Xã,31,Thành phố Hải Phòng
11755,Xã Tiên Lãng,Xã,31,Thành phố Hải Phòng
11761,Xã Quyết Thắng,Xã,31,Thành phố Hải Phòng
11779,Xã Tân Minh,Xã,31,Thành phố Hải Phòng
11791,Xã Tiên Minh,Xã,31,Thành phố Hải Phòng
11806,Xã Chấn Hưng,Xã,31,Thành phố Hải Phòng
11809,Xã Hùng Thắng,Xã,31,Thành phố Hải Phòng
11824,Xã Vĩnh Bảo,Xã,31,Thành phố Hải Phòng
11836,Xã Vĩnh Thịnh,Xã,31,Thành phố Hải Phòng
11842,Xã Vĩnh Thuận,Xã,31,Thành phố Hải Phòng
11848,Xã Vĩnh Hòa,Xã,31,Thành phố Hải Phòng
11875,Xã Vĩnh Hải,Xã,31,Thành phố Hải Phòng
11887,Xã Vĩnh Am,Xã,31,Thành phố Hải Phòng
11911,Xã Nguyễn Bỉnh Khiêm,Xã,31,Thành phố Hải Phòng
11914,Đặc khu Cát Hải,Đặc khu,31,Thành phố Hải Phòng
11948,Đặc khu Bạch Long Vĩ,Đặc khu,31,Thành phố Hải Phòng
11953,Phường Phố Hiến,Phường,33,Tỉnh Hưng Yên
11977,Xã Tân Hưng,Xã,33,Tỉnh Hưng Yên
11980,Phường Hồng Châu,Phường,33,Tỉnh Hưng Yên
11983,Phường Sơn Nam,Phường,33,Tỉnh Hưng Yên
11992,Xã Lạc Đạo,Xã,33,Tỉnh Hưng Yên
11995,Xã Đại Đồng,Xã,33,Tỉnh Hưng Yên
12004,Xã Như Quỳnh,Xã,33,Tỉnh Hưng Yên
12019,Xã Văn Giang,Xã,33,Tỉnh Hưng Yên
12025,Xã Phụng Công,Xã,33,Tỉnh Hưng Yên
12031,Xã Nghĩa Trụ,Xã,33,Tỉnh Hưng Yên
12049,Xã Mễ Sở,Xã,33,Tỉnh Hưng Yên
12064,Xã Nguyễn Văn Linh,Xã,33,Tỉnh Hưng Yên
12070,Xã Hoàn Long,Xã,33,Tỉnh Hưng Yên
12073,Xã Yên Mỹ,Xã,33,Tỉnh Hưng Yên
12091,Xã Việt Yên,Xã,33,Tỉnh Hưng Yên
12103,Phường Mỹ Hào,Phường,33,Tỉnh Hưng Yên
12127,Phường Thượng Hồng,Phường,33,Tỉnh Hưng Yên
12133,Phường Đường Hào,Phường,33,Tỉnh Hưng Yên
12142,Xã Ân Thi,Xã,33,Tỉnh Hưng Yên
12148,Xã Phạm Ngũ Lão,Xã,33,Tỉnh Hưng Yên
12166,Xã Xuân Trúc,Xã,33,Tỉnh Hưng Yên
12184,Xã Nguyễn Trãi,Xã,33,Tỉnh Hưng Yên
12196,Xã Hồng Quang,Xã,33,Tỉnh Hưng Yên
12205,Xã Khoái Châu,Xã,33,Tỉnh Hưng Yên
12223,Xã Triệu Việt Vương,Xã,33,Tỉnh Hưng Yên
12238,Xã Việt Tiến,Xã,33,Tỉnh Hưng Yên
12247,Xã Châu Ninh,Xã,33,Tỉnh Hưng Yên
12271,Xã Chí Minh,Xã,33,Tỉnh Hưng Yên
12280,Xã Lương Bằng,Xã,33,Tỉnh Hưng Yên
12286,Xã Nghĩa Dân,Xã,33,Tỉnh Hưng Yên
12313,Xã Đức Hợp,Xã,33,Tỉnh Hưng Yên
12322,Xã Hiệp Cường,Xã,33,Tỉnh Hưng Yên
12337,Xã Hoàng Hoa Thám,Xã,33,Tỉnh Hưng Yên
12361,Xã Tiên Hoa,Xã,33,Tỉnh Hưng Yên
12364,Xã Tiên Lữ,Xã,33,Tỉnh Hưng Yên
12391,Xã Quang Hưng,Xã,33,Tỉnh Hưng Yên
12406,Xã Đoàn Đào,Xã,33,Tỉnh Hưng Yên
12424,Xã Tiên Tiến,Xã,33,Tỉnh Hưng Yên
12427,Xã Tống Trân,Xã,33,Tỉnh Hưng Yên
12452,Phường Trần Hưng Đạo,Phường,33,Tỉnh Hưng Yên
12454,Phường Trần Lãm,Phường,33,Tỉnh Hưng Yên
12466,Phường Vũ Phúc,Phường,33,Tỉnh Hưng Yên
12472,Xã Quỳnh Phụ,Xã,33,Tỉnh Hưng Yên
12499,Xã A Sào,Xã,33,Tỉnh Hưng Yên
12511,Xã Minh Thọ,Xã,33,Tỉnh Hưng Yên
12517,Xã Ngọc Lâm,Xã,33,Tỉnh Hưng Yên
12523,Xã Phụ Dực,Xã,33,Tỉnh Hưng Yên
12526,Xã Đồng Bằng,Xã,33,Tỉnh Hưng Yên
12532,Xã Nguyễn Du,Xã,33,Tỉnh Hưng Yên
12577,Xã Quỳnh An,Xã,33,Tỉnh Hưng Yên
12583,Xã Tân Tiến,Xã,33,Tỉnh Hưng Yên
12586,Xã Hưng Hà,Xã,33,Tỉnh Hưng Yên
12595,Xã Ngự Thiên,Xã,33,Tỉnh Hưng Yên
12613,Xã Long Hưng,Xã,33,Tỉnh Hưng Yên
12619,Xã Diên Hà,Xã,33,Tỉnh Hưng Yên
12631,Xã Thần Khê,Xã,33,Tỉnh Hưng Yên
12634,Xã Tiên La,Xã,33,Tỉnh Hưng Yên
12676,Xã Lê Quý Đôn,Xã,33,Tỉnh Hưng Yên
12685,Xã Hồng Minh,Xã,33,Tỉnh Hưng Yên
12688,Xã Đông Hưng,Xã,33,Tỉnh Hưng Yên
12694,Xã Bắc Đông Hưng,Xã,33,Tỉnh Hưng Yên
12700,Xã Bắc Tiên Hưng,Xã,33,Tỉnh Hưng Yên
12736,Xã Đông Tiên Hưng,Xã,33,Tỉnh Hưng Yên
12745,Xã Bắc Đông Quan,Xã,33,Tỉnh Hưng Yên
12754,Xã Tiên Hưng,Xã,33,Tỉnh Hưng Yên
12763,Xã Nam Tiên Hưng,Xã,33,Tỉnh Hưng Yên
12775,Xã Nam Đông Hưng,Xã,33,Tỉnh Hưng Yên
12793,Xã Đông Quan,Xã,33,Tỉnh Hưng Yên
12817,Phường Trà Lý,Phường,33,Tỉnh Hưng Yên
12826,Xã Thái Thụy,Xã,33,Tỉnh Hưng Yên
12850,Xã Tây Thụy Anh,Xã,33,Tỉnh Hưng Yên
12859,Xã Bắc Thụy Anh,Xã,33,Tỉnh Hưng Yên
12862,Xã Đông Thụy Anh,Xã,33,Tỉnh Hưng Yên
12865,Xã Thụy Anh,Xã,33,Tỉnh Hưng Yên
12904,Xã Nam Thụy Anh,Xã,33,Tỉnh Hưng Yên
12916,Xã Bắc Thái Ninh,Xã,33,Tỉnh Hưng Yên
12919,Xã Tây Thái Ninh,Xã,33,Tỉnh Hưng Yên
12922,Xã Thái Ninh,Xã,33,Tỉnh Hưng Yên
12943,Xã Đông Thái Ninh,Xã,33,Tỉnh Hưng Yên
12961,Xã Nam Thái Ninh,Xã,33,Tỉnh Hưng Yên
12970,Xã Tiền Hải,Xã,33,Tỉnh Hưng Yên
12988,Xã Đông Tiền Hải,Xã,33,Tỉnh Hưng Yên
13003,Xã Đồng Châu,Xã,33,Tỉnh Hưng Yên
13021,Xã Ái Quốc,Xã,33,Tỉnh Hưng Yên
13039,Xã Tây Tiền Hải,Xã,33,Tỉnh Hưng Yên
13057,Xã Nam Cường,Xã,33,Tỉnh Hưng Yên
13063,Xã Nam Tiền Hải,Xã,33,Tỉnh Hưng Yên
13066,Xã Hưng Phú,Xã,33,Tỉnh Hưng Yên
13075,Xã Kiến Xương,Xã,33,Tỉnh Hưng Yên
13093,Xã Trà Giang,Xã,33,Tỉnh Hưng Yên
13096,Xã Bình Nguyên,Xã,33,Tỉnh Hưng Yên
13120,Xã Lê Lợi,Xã,33,Tỉnh Hưng Yên
13132,Xã Quang Lịch,Xã,33,Tỉnh Hưng Yên
13141,Xã Vũ Quý,Xã,33,Tỉnh Hưng Yên
13159,Xã Hồng Vũ,Xã,33,Tỉnh Hưng Yên
13183,Xã Bình Thanh,Xã,33,Tỉnh Hưng Yên
13186,Xã Bình Định,Xã,33,Tỉnh Hưng Yên
